"","LYL1","LYL2","LYL3","LYL4","LYL5","LYL6","Abundance","Type","phylum","class","order","family","genus","species"
"ASV81",0.002437874,0.004836427,0.003027682,0.004443221,0.004797106,0.004050016,0.003932054,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV38",0.005976722,0.003578169,0.003538849,0.001887386,0.002398553,0.004167977,0.003591276,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV99",0.002280591,0.003853413,0.004089336,0.002791758,0.003027682,0.00216263,0.003034235,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_sp._CCGE-LA001"
"ASV105",0.001808745,0.002831079,0.002949041,0.005465555,0.004285939,0.001926707,0.003211178,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_icense"
"ASV47",0.004521862,0.002319912,0.002437874,0.003067002,0.00361749,0.003145643,0.003184964,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV67",0.002988361,0.002791758,0.002634476,0.004050016,0.005033029,0.00216263,0.003276712,"phoD","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Lysobacter","s__Lysobacter_antibioticus"
"ASV57",0.003263605,0.002870399,0.002083989,0.003184964,0.002595156,0.002949041,0.002824526,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV76",0.002634476,0.00290972,0.001848065,0.003342246,0.002673797,0.002516515,0.002654137,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV64",0.003027682,0.003145643,0.002280591,0.003302925,0.00220195,0.002752438,0.002785205,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Sinorhizobium","s__Sinorhizobium_medicae"
"ASV92",0.002477194,0.003735451,0.002595156,0.001297578,0.001415539,0.004639824,0.002693457,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV88",0.003027682,0.003578169,0.002949041,0.00290972,0.002123309,0.002988361,0.00292938,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Afipia","s__Afipia_sp._GAS231"
"ASV53",0.00361749,0,0,0,0.002673797,0,0.001048548,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Phyllobacteriaceae","g__Mesorhizobium","s__Mesorhizobium_sp._B7"
"ASV96",0.002044668,0.001690783,0.001612142,0.003224284,0.003067002,0.00220195,0.002306805,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV170",0.001258257,0.001651463,0.002241271,0.002673797,0.002988361,0.002123309,0.002156076,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV75",0.003106323,0.00220195,0.002477194,0.002634476,0.001769424,0.002319912,0.002418213,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV135",0.001808745,0.001179616,0.001612142,0.002280591,0.000983014,0.000865052,0.00145486,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Phyllobacteriaceae","g__Mesorhizobium","s__Mesorhizobium_sp._WSM1497"
"ASV176",0.001022334,0.003067002,0.001926707,0.00220195,0.003342246,0.002123309,0.002280591,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV95",0.002555835,0.002359232,0.001612142,0.001533501,0.001376219,0.001769424,0.001867726,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV119",0.002044668,0.001376219,0.001258257,0.002949041,0.001533501,0.001848065,0.001834959,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV151",0.001533501,0.001415539,0.001061655,0.002280591,0.001494181,0.001533501,0.001553161,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV5568",0,0,0,0.022255426,0.001022334,0,0.003879627,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV132",0.002123309,0.001297578,0.001218937,0.001651463,0.002044668,0.002241271,0.001762871,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_erythrophlei"
"ASV155",0.001258257,0.002988361,0.002870399,0.001769424,0.00145486,0.001572822,0.001985687,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV208",0.001179616,0.001808745,0.001494181,0.000786411,0.001966027,0.003224284,0.001743211,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV344",0.000786411,0.001533501,0.001730104,0.003067002,0.001572822,0.001140296,0.001638356,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV140",0.001651463,0.001690783,0,0.00216263,0,0.001848065,0.00122549,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV614",0.000432526,0.001258257,0.001612142,0.006841774,0,0.00802139,0.003027682,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV379",0.000471846,0.000825731,0.000589808,0.000786411,0.001022334,0.000393205,0.000681556,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Ensifer","s__Ensifer_adhaerens"
"ASV107",0.002083989,0.002398553,0,0,0.005740799,0,0.00170389,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV172",0.001415539,0.001769424,0.001808745,0.001966027,0.001297578,0.002123309,0.001730104,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV98",0.002083989,0.000786411,0.001533501,0.001690783,0.002005348,0,0.001350005,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV264",0.001297578,0.001415539,0.001336898,0.00070777,0.001022334,0.001848065,0.001271364,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV214",0.001297578,0.000668449,0.00074709,0.001533501,0.00070777,0,0.000825731,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylobacteriaceae","g__Methylobacterium","s__Methylobacterium_sp._C1"
"ASV109",0.001926707,0.002280591,0,0,0,0.001179616,0.000897819,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_sp._CCGE-LA001"
"ASV318",0.000943693,0.002752438,0.001494181,0,0.001376219,0.001297578,0.001310685,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV219",0.001179616,0.001336898,0.001100975,0.000511167,0.000393205,0.000983014,0.000917479,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV142",0.001730104,0.000786411,0.001415539,0.000943693,0.000668449,0.001218937,0.001127189,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV401",0.000550488,0.001415539,0.001612142,0.001061655,0.00070777,0.00216263,0.001251704,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Phyllobacteriaceae","g__Mesorhizobium","s__Mesorhizobium_sp._B7"
"ASV162",0.00145486,0.001808745,0.001415539,0.002005348,0.001651463,0.001336898,0.001612142,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV2404",0,0.000668449,0,0,0.00074709,0,0.000235923,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Sinorhizobium","s__Sinorhizobium_meliloti"
"ASV246",0.000904372,0.001376219,0.000865052,0.000511167,0.001533501,0.001179616,0.001061655,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV220",0.000943693,0.001966027,0.000904372,0.000511167,0,0,0.000720877,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV263",0.000904372,0.00070777,0.001415539,0.001258257,0.001297578,0.001218937,0.001133742,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV168",0.001612142,0.000865052,0.000432526,0.001179616,0.000589808,0.001297578,0.00099612,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV415",0.000471846,0.000432526,0.000196603,0.002398553,0.001730104,0.00070777,0.000989567,"phoD","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Pseudomonas_stutzeri"
"ASV302",0.000786411,0.001061655,0.001022334,0.000471846,0.001100975,0.001730104,0.001028887,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV273",0.000943693,0.001730104,0.000904372,0.000471846,0.00216263,0.001140296,0.00122549,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV333",0.000393205,0.000786411,0.001218937,0.001612142,0.001258257,0.000550488,0.000969907,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_icense"
"ASV701",0.000314564,0.000629129,0.000157282,0.000629129,0.000393205,0.000589808,0.000452186,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Ensifer","s__Ensifer_sojae"
"ASV4085",0,0,0.001022334,0.001336898,0,0,0.000393205,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV643",0.000235923,0.000432526,0.000314564,0.001533501,0.000275244,0.000353885,0.000524274,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_icense"
"ASV254",0.000865052,0.000432526,0.000943693,0.001258257,0.001376219,0.001061655,0.000989567,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV2429",0,0.000550488,0.000589808,0,0,0.001179616,0.000386652,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV376",0.000393205,0.001179616,0.00070777,0,0.000629129,0.000589808,0.000583255,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_sp._BTAi1"
"ASV350",0.00070777,0.001140296,0.000629129,0.001140296,0.000904372,0.000943693,0.000910926,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV2391",0,0.000943693,0.001415539,0,0,0.002241271,0.000766751,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Sinorhizobium","s__Sinorhizobium_sp._CCBAU_05631"
"ASV494",0.000511167,0.001533501,0.001179616,0.000550488,0.00070777,0.001297578,0.000963353,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Afipia","s__Afipia_sp._GAS231"
"ASV358",0.00070777,0.001140296,0,0.001415539,0.00074709,0.000668449,0.000779857,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_icense"
"ASV166",0.001887386,0,0.00145486,0.000943693,0,0,0.000714323,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV4813",0,0,0,0.003302925,0.00145486,0,0.000792964,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV425",0.000589808,0,0.000550488,0.000393205,0,0,0.000255584,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Ensifer","s__Ensifer_adhaerens"
"ASV5561",0,0,0,0,0.001926707,0,0.000321118,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Ensifer","s__Ensifer_adhaerens"
"ASV562",0.000314564,0.000943693,0.004167977,0,0,0.002595156,0.001336898,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV352",0.00070777,0.000825731,0.000786411,0,0.000668449,0.000904372,0.000648789,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylobacteriaceae","g__Methylobacterium","s__Methylobacterium_sp._C1"
"ASV4080",0,0,0.001415539,0.001376219,0,0,0.000465293,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Sinorhizobium","s__Sinorhizobium_meliloti"
"ASV161",0.00145486,0,0.001415539,0,0.002359232,0,0.000871605,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV567",0.000432526,0.000393205,0.001179616,0.000235923,0.001376219,0.000629129,0.00070777,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV362",0.000432526,0.000589808,0.001061655,0.000393205,0.000471846,0.000432526,0.000563594,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV410",0.00074709,0,0,0.000943693,0.005504876,0,0.001199277,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV381",0.000511167,0.00070777,0.001651463,0.000629129,0.000550488,0.000393205,0.000740537,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV283",0.000865052,0.001061655,0.000432526,0.000393205,0.000471846,0.000943693,0.000694663,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV194",0.001494181,0.001179616,0,0,0.001061655,0,0.000622575,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV508",0.000471846,0.000393205,0.000825731,0.001100975,0.000589808,0.000432526,0.000635682,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV755",0.000235923,0,0.000314564,0.000865052,0.001100975,0.001061655,0.000596362,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV584",0.000275244,0.000235923,0.000589808,0,0.001022334,0.000471846,0.000432526,"phoD","p__Actinobacteria_d__Bacteria","c__Actinobacteria_p__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_parvulus"
"ASV215",0.000943693,0.000314564,0.000825731,0,0.000865052,0,0.000491507,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV919",0.000314564,0.000550488,0.000589808,0.000157282,0,0.000668449,0.000380099,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV229",0.000904372,0.000943693,0,0.000314564,0.000157282,0.000589808,0.000484953,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV411",0.000825731,0.000904372,0.000668449,0.000314564,0.001140296,0.000629129,0.00074709,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV4816",0,0,0,0.001730104,0.001336898,0,0.000511167,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV769",0.000432526,0.000786411,0.003106323,0,0,0.001376219,0.000950246,"phoD","p__Actinobacteria_d__Bacteria","c__Actinobacteria_p__Actinobacteria","o__Streptosporangiales","f__Nocardiopsaceae","g__Nocardiopsis","s__Nocardiopsis_dassonvillei"
"ASV247",0.001100975,0.000511167,0,0,0.000157282,0,0.000294904,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV747",0.000196603,0.00070777,0.000786411,0,0.000668449,0.001808745,0.000694663,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Sinorhizobium","s__Sinorhizobium_sp._CCBAU_05631"
"ASV448",0.000471846,0,0,0,0.004050016,0,0.000753644,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV563",0.000353885,0,0.000432526,0.000471846,0.000825731,0.000550488,0.000439079,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV539",0.000314564,0.000471846,0.000393205,0.000117962,0.000275244,0.001297578,0.0004784,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV233",0.001100975,0,0.000471846,0.000432526,0,0,0.000334225,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV378",0.000511167,0.000196603,0.000550488,0.000157282,0.000235923,0.000943693,0.000432526,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV481",0.000511167,0.00074709,0,0,0.000865052,0,0.000353885,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV253",0.001179616,0.001494181,0.000825731,0.00070777,0,0,0.000701216,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV348",0.00074709,0.000353885,0.000471846,0.000235923,0.000589808,0.000432526,0.000471846,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
