label	phylum	class	order	family	genus	abundance	Type
ASV442	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000275244	phoD
ASV343	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000288351	phoD
ASV716	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.000491507	phoD
ASV274	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000399759	phoD
ASV536	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	0.000170389	phoD
ASV269	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000543934	phoD
ASV351	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00022937	phoD
ASV3213	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.000347331	phoD
ASV757	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00020971	phoD
ASV416	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000471846	phoD
ASV490	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000327671	phoD
ASV439	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000399759	phoD
ASV815	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000308011	phoD
ASV434	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	0.000255584	phoD
ASV340	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000504614	phoD
ASV364	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000222816	phoD
ASV721	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000170389	phoD
ASV488	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000235923	phoD
ASV543	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000386652	phoD
ASV589	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000301457	phoD
ASV288	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.000242477	phoD
ASV326	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000406312	phoD
ASV4092	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00049806	phoD
ASV382	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000445633	phoD
ASV405	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000327671	phoD
ASV504	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000294904	phoD
ASV4866	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000524274	phoD
ASV530	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.00022937	phoD
ASV391	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	0.00024903	phoD
ASV3223	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000288351	phoD
ASV4076	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.000602915	phoD
ASV644	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000294904	phoD
ASV238	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aurantimonadaceae	g__Aurantimonas	0.000176942	phoD
ASV749	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000347331	phoD
ASV430	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000222816	phoD
ASV669	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000190049	phoD
ASV597	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.000170389	phoD
ASV353	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000353885	phoD
ASV4821	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00026869	phoD
ASV185	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000190049	phoD
ASV338	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000334225	phoD
ASV6948	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000530827	phoD
ASV638	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000314564	phoD
ASV2432	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	0.00026869	phoD
ASV3237	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	0.000196603	phoD
ASV4093	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000216263	phoD
ASV385	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00026869	phoD
ASV2374	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.000511167	phoD
