ID,aCO2-1,aCO2-2,aCO2-3,aCO2-4,aCO2-5,aCO2-6,eCO2-1,eCO2-2,eCO2-3,eCO2-4,eCO2-5,eCO2-6
PhoD_ASV318,0.000943693,0.002752438,0.001494181,0,0.001376219,0.001297578,0.001218937,0.000550488,0.001258257,0.00074709,0.00220195,0.001376219
PhoD_ASV219,0.001179616,0.001336898,0.001100975,0.000511167,0.000393205,0.000983014,0.000314564,0.00145486,0.000904372,0.00145486,0.002949041,0.001140296
PhoD_ASV270,0.00070777,0.001690783,0.00074709,0.000629129,0.00220195,0.00074709,0.001572822,0.001100975,0.001966027,0.000786411,0.000668449,0.001179616
PhoD_ASV142,0.001730104,0.000786411,0.001415539,0.000943693,0.000668449,0.001218937,0.001022334,0.000825731,0.000511167,0.000353885,0.001572822,0.001494181
PhoD_ASV583,0.000314564,0.000393205,0,0.005622837,0.002673797,0,0.00145486,0,0,0,0,0.005033029
PhoD_ASV225,0.001140296,0.002083989,0.000550488,0.000825731,0.000668449,0.000589808,0.000865052,0.001415539,0.001494181,0.001966027,0.001336898,0.00070777
PhoD_ASV401,0.000550488,0.001415539,0.001612142,0.001061655,0.00070777,0.00216263,0.001297578,0,0.001376219,0.001140296,0.001218937,0.001061655
PhoD_ASV478,0.000471846,0,0.004010695,0,0.000904372,0.001612142,0.001336898,0.000865052,0.00074709,0.00074709,0.002673797,0.00074709
PhoD_ASV230,0.000904372,0.000825731,0.001494181,0.00220195,0.001022334,0.000983014,0.001100975,0.001297578,0.00145486,0.000865052,0.000943693,0.000275244
PhoD_ASV162,0.00145486,0.001808745,0.001415539,0.002005348,0.001651463,0.001336898,0.000550488,0,0.001769424,0,0,0.001100975
PhoD_ASV175,0.00145486,0.00074709,0.001100975,0.00145486,0.00074709,0.001690783,0.001140296,0.00074709,0.002123309,0.000314564,0.000314564,0.000943693
PhoD_ASV386,0.000668449,0.001140296,0.002555835,0.00216263,0,0.001022334,0.001612142,0.000943693,0.00070777,0.00070777,0.00070777,0.001926707
PhoD_ASV154,0.001651463,0.001022334,0.001179616,0.001572822,0.000904372,0.001022334,0.000865052,0.000983014,0.000865052,0.000668449,0.000983014,0.000943693
PhoD_ASV290,0.000943693,0.001848065,0.001376219,0.000983014,0.001100975,0.000983014,0.000314564,0.001376219,0.000943693,0.001376219,0.001572822,0.000511167
PhoD_ASV228,0.001218937,0.00432526,0.001022334,0.001572822,0.000668449,0.000904372,0.000511167,0.001061655,0,0.000668449,0.000393205,0.000589808
PhoD_ASV223,0.000983014,0.000904372,0.00070777,0.001258257,0.001376219,0.001336898,0.001258257,0.001179616,0,0.002673797,0,0.000786411
PhoD_ASV2404,0,0.000668449,0,0,0.00074709,0,0.001572822,0.001808745,0.001730104,0.001769424,0.003145643,0.000825731
PhoD_ASV320,0.000865052,0.001100975,0.000314564,0.000865052,0.000629129,0.001533501,0.000983014,0.001376219,0.00145486,0.001179616,0.001336898,0.000904372
PhoD_ASV195,0.001022334,0.000629129,0.000786411,0.001100975,0.000629129,0.000943693,0.000904372,0.000983014,0.001100975,0.001966027,0.000235923,0.001297578
PhoD_ASV246,0.000904372,0.001376219,0.000865052,0.000511167,0.001533501,0.001179616,0.000511167,0.001415539,0.001061655,0.001061655,0.00074709,0.00074709
PhoD_ASV171,0.001179616,0.000943693,0.001179616,0.000589808,0.001415539,0.00145486,0.001022334,0.000943693,0.00074709,0.001100975,0.000550488,0.000511167
PhoD_ASV3220,0,0,0.001808745,0.001690783,0,0.001336898,0.001966027,0.001926707,0,0.002477194,0,0.002319912
PhoD_ASV240,0.00145486,0.000786411,0.001966027,0.000943693,0,0.001730104,0.001218937,0.001730104,0,0,0.001258257,0.000550488
PhoD_ASV220,0.000943693,0.001966027,0.000904372,0.000511167,0,0,0.000471846,0.004050016,0.000786411,0.000589808,0.001376219,0.000511167
PhoD_ASV3230,0,0,0.001100975,0.002044668,0.002516515,0.001022334,0.000589808,0.000668449,0.001651463,0.001100975,0.000471846,0.002044668
PhoD_ASV519,0.000511167,0.001336898,0.000943693,0.000511167,0.00070777,0.001140296,0.001808745,0.001140296,0.000943693,0.000825731,0.001258257,0.000865052
PhoD_ASV226,0.001022334,0.000825731,0.00070777,0.000668449,0.001494181,0.001494181,0.001179616,0.000904372,0.000668449,0.001494181,0.000589808,0.000786411
PhoD_ASV263,0.000904372,0.00070777,0.001415539,0.001258257,0.001297578,0.001218937,0.000668449,0,0.000865052,0.00074709,0.001376219,0.000629129
PhoD_ASV297,0.000904372,0.000668449,0.000550488,0.00074709,0.000196603,0.000904372,0.001415539,0.001494181,0.001336898,0.001022334,0.001258257,0.001297578
PhoD_ASV168,0.001612142,0.000865052,0.000432526,0.001179616,0.000589808,0.001297578,0.000432526,0.000786411,0.000943693,0.001808745,0.000550488,0.000668449
PhoD_ASV261,0.000943693,0,0.001179616,0.002949041,0.002241271,0.002437874,0,0,0,0,0,0.002044668
PhoD_ASV415,0.000471846,0.000432526,0.000196603,0.002398553,0.001730104,0.00070777,0.000904372,0.000943693,0.000511167,0.000904372,0.000393205,0.001769424
