"","LYL1","LYL2","LYL3","LYL4","LYL5","LYL6","Abundance","Type","phylum","class","order","family","genus","species"
"ASV1037",0,0,0,0.001145968,0,0,0.000190995,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Sandona","s__Sandona_campae"
"ASV4591",0,0.004727116,0,0,0,0,0.000787853,"Pro","p__Lobosa","c__Lobosa-G1","o__Lobosa-G1_X","f__Lobosa-G1_XX","g__Lobosa-G1_XXX","s__Lobosa-G1_XXX_sp."
"ASV61",0,0.00673256,0.006302822,0.008881249,0.008165019,0.004154133,0.005705964,"Pro","p__Cercozoa","c__Endomyxa","o__Vampyrellida","f__Leptophryidae","g__Platyreta","s__Platyreta_germanica"
"ASV706",0.001289214,0,0,0.000572984,0.000286492,0,0.000358115,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__AND16-lineage","g__AND16-lineage_X","s__AND16-lineage_X_sp."
"ASV3265",0,0,0,0,0,0.001145968,0.000190995,"Pro","p__Lobosa","c__Lobosa-G1","o__Lobosa-G1_X","f__Lobosa-G1_XX","g__Lobosa-G1_XXX","s__Lobosa-G1_XXX_sp."
"ASV66",0.009167741,0.009597479,0.007019052,0.003437903,0.006302822,0.003437903,0.006493817,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__unclassified_o__Cercomonadida","g__unclassified_o__Cercomonadida","s__unclassified_o__Cercomonadida"
"ASV4590",0,0.007019052,0,0,0,0,0.001169842,"Pro","p__Lobosa","c__Lobosa-G1","o__Lobosa-G1_X","f__Lobosa-G1_XX","g__Lobosa-G1_XXX","s__Lobosa-G1_XXX_sp."
"ASV228",0.002291935,0.02549778,0.001718951,0.002435181,0.003151411,0.001145968,0.006040204,"Pro","p__unclassified_k__Opisthokonta","c__unclassified_k__Opisthokonta","o__unclassified_k__Opisthokonta","f__unclassified_k__Opisthokonta","g__unclassified_k__Opisthokonta","s__unclassified_k__Opisthokonta"
"ASV2330",0.001289214,0,0,0,0,0,0.000214869,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__Variosea_XX","g__Variosea_XXX","s__Variosea_XXX_sp."
"ASV303",0,0,0.001002722,0,0,0,0.00016712,"Pro","p__Cercozoa","c__unclassified_p__Cercozoa","o__unclassified_p__Cercozoa","f__unclassified_p__Cercozoa","g__unclassified_p__Cercozoa","s__unclassified_p__Cercozoa"
"ASV124",0.003724395,0.005443346,0.003724395,0.004154133,0.004727116,0.001575705,0.003891515,"Pro","p__Cercozoa","c__Filosa-Imbricatea","o__Euglyphida","f__Trinematidae","g__unclassified_f__Trinematidae","s__unclassified_f__Trinematidae"
"ASV1077",0,0,0,0.000859476,0.000859476,0.000429738,0.000358115,"Pro","p__Lobosa","c__Tubulinea","o__Nolandida","f__Nolandellidae","g__Nolandellidae_X","s__Nolandellidae_X_sp."
"ASV2354",0.001002722,0,0,0,0,0,0.00016712,"Pro","p__Ciliophora","c__Nassophorea","o__Nassophorea_X","f__Microthoracidae","g__Microthoracidae_X","s__Microthoracidae_X_sp."
"ASV547",0,0.000286492,0.000286492,0.000429738,0,0,0.00016712,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Paracercomonadidae","g__Paracercomonas","s__Paracercomonas_filosa"
"ASV968",0,0,0,0.00143246,0,0.001289214,0.000453612,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__unclassified_f__Sandonidae","s__unclassified_f__Sandonidae"
"ASV492",0,0.000859476,0.000429738,0,0,0.000286492,0.000262618,"Pro","p__Apicomplexa","c__Apicomplexa_X","o__unclassified_c__Apicomplexa_X","f__unclassified_c__Apicomplexa_X","g__unclassified_c__Apicomplexa_X","s__unclassified_c__Apicomplexa_X"
"ASV1853",0,0,0,0,0.001289214,0,0.000214869,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Neoheteromita","s__Neoheteromita_sp."
"ASV2345",0.001145968,0,0,0,0,0,0.000190995,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Neoheteromita","s__unclassified_g__Neoheteromita"
"ASV922",0,0,0,0.002291935,0,0,0.000381989,"Pro","p__Apicomplexa","c__Apicomplexa_X","o__Gregarines","f__Gregarines_X","g__Gregarines_XX","s__Gregarines_XX_sp."
"ASV2341",0.001145968,0.001145968,0,0,0,0,0.000381989,"Pro","p__unclassified_k__Opisthokonta","c__unclassified_k__Opisthokonta","o__unclassified_k__Opisthokonta","f__unclassified_k__Opisthokonta","g__unclassified_k__Opisthokonta","s__unclassified_k__Opisthokonta"
"ASV1982",0,0.00071623,0,0,0.000429738,0.001145968,0.000381989,"Pro","p__Lobosa","c__Tubulinea","o__Echinamoebida","f__Echinamoebidae","g__Echinamoeba","s__Echinamoeba_exundans"
"ASV147",0,0.001718951,0.003008165,0,0,0,0.000787853,"Pro","p__Cercozoa","c__Endomyxa","o__Vampyrellida","f__Leptophryidae","g__Leptophryidae_X","s__Leptophryidae_X_sp."
"ASV1919",0.002578427,0,0,0,0.000429738,0,0.000501361,"Pro","p__Ciliophora","c__Colpodea","o__Colpodida","f__Colpodida_X","g__Colpodida_XX","s__Colpodida_XX_sp."
"ASV925",0,0,0,0.001862197,0.001289214,0,0.000525235,"Pro","p__Cercozoa","c__Filosa-Thecofilosea","o__Cryomonadida","f__unclassified_o__Cryomonadida","g__unclassified_o__Cryomonadida","s__unclassified_o__Cryomonadida"
"ASV2267",0.004583871,0,0,0,0,0.003867641,0.001408585,"Pro","p__Ciliophora","c__Colpodea","o__Platyophryida","f__Sorogenidae","g__unclassified_f__Sorogenidae","s__unclassified_f__Sorogenidae"
"ASV2371",0.001002722,0,0,0,0,0,0.00016712,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__Variosea_XX","g__Variosea_XXX","s__Variosea_XXX_sp."
"ASV1136",0,0,0,0.000429738,0.000429738,0.000143246,0.00016712,"Pro","p__Amoebozoa_X","c__Amoebozoa_XX","o__UI13E03-lineage","f__UI13E03-lineage_X","g__UI13E03-lineage_XX","s__UI13E03-lineage_XX_sp."
"ASV2275",0.003294657,0,0,0,0,0,0.000549109,"Pro","p__Ciliophora","c__Litostomatea","o__Haptoria","f__Spathidiidae","g__unclassified_f__Spathidiidae","s__unclassified_f__Spathidiidae"
"ASV207",0.005443346,0.001575705,0.001718951,0.00601633,0.002291935,0.001862197,0.003151411,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__AND16-lineage","g__AND16-lineage_X","s__AND16-lineage_X_sp."
"ASV861",0,0,0,0.004010887,0,0,0.000668481,"Pro","p__Lobosa","c__Lobosa-G1","o__Lobosa-G1_X","f__Lobosa-G1_XX","g__Lobosa-G1_XXX","s__Lobosa-G1_XXX_sp."
"ASV1507",0,0.000286492,0,0,0,0.00071623,0.00016712,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Proleptomonadidae","g__Proleptomonas","s__Proleptomonas_sp."
"ASV234",0,0,0.00143246,0,0.001002722,0,0.000405864,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Neoheteromita","s__Neoheteromita_caudratti"
"ASV69",0.005013608,0,0.003867641,0.003581149,0.001575705,0.001002722,0.002506804,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__AND16-lineage","g__AND16-lineage_X","s__AND16-lineage_X_sp."
"ASV838",0.011459676,0,0,0.010027217,0.01131643,0,0.005467221,"Pro","p__Cercozoa","c__Endomyxa","o__Vampyrellida","f__Leptophryidae","g__Platyreta","s__Platyreta_germanica"
"ASV2070",0.001002722,0,0,0,0.000286492,0,0.000214869,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Neoheteromita","s__Neoheteromita_caudratti"
"ASV2285",0.002721673,0,0,0,0,0,0.000453612,"Pro","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__unclassified_o__Hypotrichia","g__unclassified_o__Hypotrichia","s__unclassified_o__Hypotrichia"
"ASV242",0,0,0.002005443,0,0,0,0.000334241,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__Variosea_XX","g__Variosea_XXX","s__Variosea_XXX_sp."
"ASV245",0,0,0.002005443,0,0,0,0.000334241,"Pro","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Gonostomum","s__Gonostomum_strenuum"
"ASV411",0,0,0.001002722,0,0,0,0.00016712,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__unclassified_o__Cercomonadida","g__unclassified_o__Cercomonadida","s__unclassified_o__Cercomonadida"
"ASV2262",0.006302822,0,0,0,0,0.00071623,0.001169842,"Pro","p__Ciliophora","c__Colpodea","o__Colpodida","f__Colpodidae","g__unclassified_f__Colpodidae","s__unclassified_f__Colpodidae"
"ASV1089",0,0,0,0.00071623,0.000286492,0,0.00016712,"Pro","p__Apicomplexa","c__Apicomplexa_X","o__Gregarines","f__Gregarines_X","g__unclassified_f__Gregarines_X","s__unclassified_f__Gregarines_X"
"ASV4600",0,0.002578427,0,0,0,0,0.000429738,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Paracercomonadidae","g__Nucleocercomonas","s__Nucleocercomonas_praelonga"
"ASV837",0.004870362,0.003437903,0,0.009167741,0.002435181,0,0.003318531,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__unclassified_o__Variosea_X","g__unclassified_o__Variosea_X","s__unclassified_o__Variosea_X"
"ASV2346",0.001145968,0,0,0,0,0,0.000190995,"Pro","p__Ciliophora","c__Colpodea","o__Platyophryida","f__Sorogenidae","g__unclassified_f__Sorogenidae","s__unclassified_f__Sorogenidae"
"ASV117",0,0,0.003724395,0,0.002005443,0.002005443,0.001289214,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__Variosea_XX","g__Variosea_XXX","s__Variosea_XXX_sp."
"ASV1846",0,0,0,0,0.002291935,0,0.000381989,"Pro","p__Lobosa","c__Tubulinea","o__Nolandida","f__Nolandellidae","g__Nolandellidae_X","s__Nolandellidae_X_sp."
"ASV1859",0,0,0,0,0.001145968,0,0.000190995,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Glissomonadida_Clade-Y","g__Glissomonadida_Clade-Y_X","s__Glissomonadida_Clade-Y_X_sp."
"ASV240",0,0,0.002005443,0,0.000572984,0,0.000429738,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__Variosea_XX","g__Variosea_XXX","s__Variosea_XXX_sp."
"ASV83",0.010456955,0.006589314,0.00601633,0.014181349,0.002435181,0.00601633,0.00761591,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__AND16-lineage","g__AND16-lineage_X","s__AND16-lineage_X_sp."
"ASV962",0,0.000572984,0,0.00071623,0,0,0.000214869,"Pro","p__unclassified_k__Opisthokonta","c__unclassified_k__Opisthokonta","o__unclassified_k__Opisthokonta","f__unclassified_k__Opisthokonta","g__unclassified_k__Opisthokonta","s__unclassified_k__Opisthokonta"
"ASV2314",0.001575705,0,0,0,0,0,0.000262618,"Pro","p__Cercozoa","c__Filosa-Imbricatea","o__Thaumatomonadida","f__Thaumatomonadidae","g__Thaumatomonas","s__unclassified_g__Thaumatomonas"
"ASV654",0,0.00071623,0,0,0.000429738,0,0.000190995,"Pro","p__Cercozoa","c__unclassified_p__Cercozoa","o__unclassified_p__Cercozoa","f__unclassified_p__Cercozoa","g__unclassified_p__Cercozoa","s__unclassified_p__Cercozoa"
"ASV345",0.001862197,0.00143246,0.001145968,0.00143246,0.002148689,0.001002722,0.001504083,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Paracercomonadidae","g__Paracercomonas","s__Paracercomonas_elongata"
"ASV2630",0,0.001002722,0,0,0,0,0.00016712,"Pro","p__Apicomplexa","c__Apicomplexa_X","o__Gregarines","f__Gregarines_X","g__Gregarines_XX","s__Gregarines_XX_sp."
"ASV341",0.002005443,0,0.000859476,0.00071623,0.000429738,0.000286492,0.00071623,"Pro","p__unclassified_k__Opisthokonta","c__unclassified_k__Opisthokonta","o__unclassified_k__Opisthokonta","f__unclassified_k__Opisthokonta","g__unclassified_k__Opisthokonta","s__unclassified_k__Opisthokonta"
"ASV319",0,0,0.00071623,0.001862197,0.001145968,0.000143246,0.000644607,"Pro","p__Cercozoa","c__Endomyxa","o__Vampyrellida","f__sm27-lineage","g__sm27-lineage_X","s__sm27-lineage_X_sp."
"ASV301",0,0.001718951,0.001575705,0,0,0,0.000549109,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Cercomonadidae","g__Eocercomonas","s__Eocercomonas_ramosa"
"ASV29",0.004154133,0.003151411,0.011889414,0.002864919,0.005013608,0.001575705,0.004774865,"Pro","p__Apicomplexa","c__Apicomplexa_X","o__Gregarines","f__Gregarines_X","g__Stenophora","s__Stenophora_robusta"
"ASV1035",0,0,0,0.00071623,0.002005443,0,0.000453612,"Pro","p__Cercozoa","c__unclassified_p__Cercozoa","o__unclassified_p__Cercozoa","f__unclassified_p__Cercozoa","g__unclassified_p__Cercozoa","s__unclassified_p__Cercozoa"
"ASV198",0.002721673,0,0.002721673,0,0,0,0.000907224,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__AND16-lineage","g__AND16-lineage_X","s__AND16-lineage_X_sp."
"ASV430",0.00071623,0,0.000859476,0.001718951,0.00071623,0,0.000668481,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__AND16-lineage","g__AND16-lineage_X","s__AND16-lineage_X_sp."
"ASV2357",0.001002722,0,0,0,0,0,0.00016712,"Pro","p__Cercozoa","c__Filosa-Granofilosea","o__Limnofilida","f__Limnofilidae","g__Limnofilidae_X","s__Limnofilidae_X_sp."
"ASV1975",0.000859476,0,0,0,0.000143246,0,0.00016712,"Pro","p__Cercozoa","c__Novel-clade-10-12","o__Novel-clade-12","f__NC12B-lineage","g__NC12B-lineage_X","s__NC12B-lineage_X_sp."
"ASV947",0,0,0,0.001145968,0,0,0.000190995,"Pro","p__Cercozoa","c__unclassified_p__Cercozoa","o__unclassified_p__Cercozoa","f__unclassified_p__Cercozoa","g__unclassified_p__Cercozoa","s__unclassified_p__Cercozoa"
"ASV211",0,0,0.002291935,0.002005443,0.001718951,0.001289214,0.001217591,"Pro","p__Cercozoa","c__Filosa-Thecofilosea","o__Cryomonadida","f__Rhogostoma-lineage","g__Rhogostoma-lineage_X","s__Rhogostoma-lineage_X_sp."
"ASV910",0,0.004583871,0,0.001862197,0,0.004583871,0.001838323,"Pro","p__Lobosa","c__Tubulinea","o__Echinamoebida","f__Vermamoebidae","g__Hartmannella","s__Hartmannella_sp."
"ASV268",0,0,0.001145968,0,0,0,0.000190995,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__unclassified_o__Glissomonadida","g__unclassified_o__Glissomonadida","s__unclassified_o__Glissomonadida"
"ASV4609",0,0.001145968,0,0,0,0,0.000190995,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__unclassified_c__Filosa-Sarcomonadea","f__unclassified_c__Filosa-Sarcomonadea","g__unclassified_c__Filosa-Sarcomonadea","s__unclassified_c__Filosa-Sarcomonadea"
"ASV2336",0.001002722,0,0,0,0,0,0.00016712,"Pro","p__Cercozoa","c__Filosa-Granofilosea","o__Filosa-Granofilosea_X","f__Novel-Gran-6","g__Novel-Gran-6_X","s__Novel-Gran-6_X_sp."
"ASV1365",0,0.001289214,0,0,0,0,0.000214869,"Pro","p__Ciliophora","c__Colpodea","o__Platyophryida","f__Sorogenidae","g__unclassified_f__Sorogenidae","s__unclassified_f__Sorogenidae"
"ASV3278",0,0,0,0,0,0.001145968,0.000190995,"Pro","p__Ciliophora","c__Colpodea","o__Cyrtolophosidida","f__Cyrtolophosididae","g__Cyrtolophosididae_X","s__Cyrtolophosididae_X_sp."
"ASV4602",0,0.001862197,0,0,0,0,0.000310366,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__unclassified_f__Sandonidae","s__unclassified_f__Sandonidae"
"ASV4613",0,0.00143246,0,0,0,0,0.000238743,"Pro","p__Lobosa","c__Lobosa-G1","o__Lobosa-G1_X","f__Lobosa-G1_XX","g__Lobosa-G1_XXX","s__Lobosa-G1_XXX_sp."
"ASV1847",0,0.001862197,0,0,0.001145968,0,0.000501361,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Glissomonadida","f__Sandonidae","g__Sandonidae_X","s__Sandonidae_X_sp."
"ASV2388",0.00071623,0,0,0,0,0.000286492,0.00016712,"Pro","p__unclassified_k__Opisthokonta","c__unclassified_k__Opisthokonta","o__unclassified_k__Opisthokonta","f__unclassified_k__Opisthokonta","g__unclassified_k__Opisthokonta","s__unclassified_k__Opisthokonta"
"ASV1884",0,0,0,0,0.001145968,0.00071623,0.000310366,"Pro","p__Conosa","c__Mycetozoa-Myxogastrea","o__Trichiales","f__Trichiaceae","g__unclassified_f__Trichiaceae","s__unclassified_f__Trichiaceae"
"ASV920",0,0,0,0.001862197,0,0,0.000310366,"Pro","p__Conosa","c__Variosea","o__Variosea_X","f__Filamoebidae","g__Filamoeba","s__Filamoeba_sp."
"ASV1398",0.004010887,0,0,0,0.002005443,0,0.001002722,"Pro","p__Cercozoa","c__Filosa-Sarcomonadea","o__Cercomonadida","f__Cercomonadidae","g__unclassified_f__Cercomonadidae","s__unclassified_f__Cercomonadidae"
"ASV250",0,0,0.001145968,0,0,0,0.000190995,"Pro","p__Ciliophora","c__Colpodea","o__Cyrtolophosidida","f__Cyrtolophosididae","g__Cyrtolophosididae_X","s__Cyrtolophosididae_X_sp."
"ASV932",0,0,0,0.00143246,0.001289214,0,0.000453612,"Pro","p__Lobosa","c__Lobosa_X","o__Lobosa_XX","f__LKM74-lineage","g__LKM74-lineage_X","s__LKM74-lineage_X_sp."
"ASV2939",0,0.0053001,0,0,0,0,0.00088335,"Pro","p__Lobosa","c__Tubulinea","o__Leptomyxida","f__Flabellulidae","g__Flabellula","s__Flabellula_citata"
