node_id	degree	weight_degree	closeness_centrality	betweenness_centrality	eigenvector_centrality
ASV1825	7	7	0.142857142857143	0	0
ASV1930	7	7	0.142857142857143	0	0
ASV1891	32	32	0.03125	0	4.80740671595891e-17
ASV2321	46	46	0.0217391304347826	0	1.26915537301315e-14
ASV864	47	47	0.0212765957446809	0	0.999999999999999
ASV152	1	0.971008312455224	0.343285767029625	0	0
ASV966	47	47	0.0212765957446809	0	0.999999999999999
ASV2386	6	5.87877538267963	0.170103454359943	0	0
ASV1000	47	47	0.0212765957446809	0	0.999999999999999
ASV1530	7	7	0.142857142857143	0	0
ASV2273	46	46	0.0217391304347826	0	1.26915537301315e-14
ASV921	2	2	0.5	0	0
ASV2304	46	46	0.0217391304347826	0	1.23069611928548e-14
ASV2312	46	46	0.0217391304347826	0	1.2403109327174e-14
ASV298	3	2.94180975651244	0.203540328459273	4	0
ASV4605	39	39	0.0256410256410256	0	0
ASV1489	32	32	0.03125	0	0
ASV455	2	2	0.5	0	0
ASV2399	6	5.97979589711327	0.167229787973658	0	0
ASV1052	47	47	0.0212765957446809	0	0.999999999999999
ASV914	47	47	0.0212765957446809	0	0.999999999999999
ASV1819	32	32	0.03125	0	4.80740671595891e-17
ASV96	2	1.97122152121832	0.145868962257021	0	0
ASV54	1	0.971008312455224	0.128490625350732	0	0
ASV3	3	2.95661907306439	0.204138470720208	1	0
ASV1445	5	5	0.2	0	0
ASV1854	1	1	1	0	0
ASV72	1	0.985610760609162	1.01459931239178	0	0
ASV2910	16	16	0.0625	0	0
ASV25	1	0.971008312455224	0.171642883514812	0	0
ASV1404	10	10	0.1	0	0
ASV1392	7	7	0.142857142857143	0	0
ASV844	5	5	0.2	0	0
ASV1060	47	47	0.0212765957446809	0	0.999999999999999
ASV842	8	8	0.125	0	0
ASV2309	46	46	0.0217391304347826	0	1.25954055958123e-14
ASV1841	32	32	0.03125	0	4.80740671595891e-17
ASV906	47	47	0.0212765957446809	0	0.999999999999998
ASV960	47	47	0.0212765957446809	0	1
ASV273	1	1	1	0	0
ASV3298	16	16	0.0625	0	0
ASV1054	1	1	1	0	0
ASV1830	32	32	0.03125	0	3.36518470117123e-16
ASV1827	10	10	0.1	0	0
ASV3257	16	16	0.0625	0	0
ASV2348	46	46	0.0217391304347826	0	1.26915537301315e-14
ASV4307	39	39	0.0256410256410256	0	0
ASV2284	46	46	0.0217391304347826	0	1.25954055958123e-14
ASV350	1	0.985610760609162	1.01459931239178	0	0
ASV1452	32	32	0.03125	0	4.80740671595891e-17
ASV4623	39	39	0.0256410256410256	0	0
ASV4601	39	39	0.0256410256410256	0	0
ASV1838	32	32	0.03125	0	4.80740671595891e-17
ASV4649	39	39	0.0256410256410256	0	0
ASV2351	46	46	0.0217391304347826	0	1.25954055958123e-14
ASV1928	32	32	0.03125	0	2.88444402957534e-16
ASV997	47	47	0.0212765957446809	0	0.999999999999999
ASV1421	39	39	0.0256410256410256	0	0
ASV1711	46	46	0.0217391304347826	0	1.24992574614932e-14
ASV2550	39	39	0.0256410256410256	0	0
ASV15	26	26	0.0384615384615385	0	0
ASV276	1	0.971008312455224	1.02985730108887	0	0
ASV2259	46	46	0.0217391304347826	0	1.2403109327174e-14
ASV937	1	1	1	0	0
ASV895	47	47	0.0212765957446809	0	0.999999999999999
ASV324	26	26	0.0384615384615385	0	9.61481343191781e-17
ASV432	26	26	0.0384615384615385	0	0
ASV342	1	0.985610760609162	1.01459931239178	0	0
ASV4666	39	39	0.0256410256410256	0	0
ASV1075	47	47	0.0212765957446809	0	0.999999999999999
ASV2301	46	46	0.0217391304347826	0	1.24992574614932e-14
ASV1369	16	16	0.0625	0	0
ASV916	2	2	0.5	0	0
ASV1842	32	32	0.03125	0	9.61481343191781e-17
ASV1881	32	32	0.03125	0	0
ASV1883	32	32	0.03125	0	1.92296268638356e-16
ASV998	47	47	0.0212765957446809	0	0.999999999999999
ASV2266	6	5.97979589711327	0.167229787973658	0	0
ASV438	2	1.95619899590328	0.145895782082948	0	0
ASV1535	1	1	1	0	0
ASV1851	32	32	0.03125	0	2.40370335797945e-16
ASV1073	47	47	0.0212765957446809	0	0.999999999999999
ASV131	1	0.985610760609162	1.01459931239178	0	0
ASV238	26	26	0.0384615384615385	0	4.80740671595891e-17
ASV334	26	26	0.0384615384615385	0	0
ASV3689	39	39	0.0256410256410256	0	0
ASV348	1	0.970588235294118	1.03030303030303	0	0
ASV236	26	26	0.0384615384615385	0	0
ASV2283	46	46	0.0217391304347826	0	1.24992574614932e-14
ASV36	1	0.985610760609162	1.01459931239178	0	0
ASV509	1	0.970588235294118	1.03030303030303	0	0
ASV4597	39	39	0.0256410256410256	0	0
ASV382	1	1	1	0	0
ASV1834	32	32	0.03125	0	2.88444402957534e-16
ASV1387	16	16	0.0625	0	0
ASV2254	6	5.97979589711327	0.167229787973658	0	0
ASV212	26	26	0.0384615384615385	0	0
ASV1395	10	10	0.1	0	0
ASV1125	1	1	1	0	0
ASV884	1	0.970588235294118	1.03030303030303	0	0
ASV3261	1	1	1	0	0
ASV4656	39	39	0.0256410256410256	0	0
ASV2347	46	46	0.0217391304347826	0	1.24992574614932e-14
ASV970	8	8	0.125	0	1.20185167898973e-17
ASV76	1	0.985610760609162	1.01459931239178	0	0
ASV993	47	47	0.0212765957446809	0	0.999999999999999
ASV220	1	1	1	0	0
ASV2343	46	46	0.0217391304347826	0	1.26915537301315e-14
ASV329	1	1	1	0	0
ASV808	2	2	0.5	0	0
ASV1402	32	32	0.03125	0	3.36518470117123e-16
ASV3250	3	3	0.333333333333333	0	0
ASV911	4	4	0.25	0	0
ASV1367	7	7	0.142857142857143	0	0
ASV919	47	47	0.0212765957446809	0	0.999999999999999
ASV2567	16	16	0.0625	0	0
ASV977	47	47	0.0212765957446809	0	0.999999999999999
ASV101	2	1.94201662491045	0.257464325272219	2	0
ASV936	1	0.970588235294118	1.03030303030303	0	0
ASV3260	16	16	0.0625	0	0
ASV281	1	1	1	0	0
ASV2282	46	46	0.0217391304347826	0	1.25954055958123e-14
ASV1410	32	32	0.03125	0	1.92296268638356e-16
ASV943	47	47	0.0212765957446809	0	1
ASV1416	32	32	0.03125	0	4.80740671595891e-17
ASV226	1	0.971008312455224	0.171642883514812	0	0
ASV1840	5	5	0.2	0	0
ASV2352	46	46	0.0217391304347826	0	1.26915537301315e-14
ASV185	26	26	0.0384615384615385	0	4.80740671595891e-17
ASV2297	46	46	0.0217391304347826	0	1.26915537301315e-14
ASV3254	3	3	0.333333333333333	0	0
ASV2368	46	46	0.0217391304347826	0	1.24992574614932e-14
ASV2294	46	46	0.0217391304347826	0	1.25954055958123e-14
ASV372	2	1.94201662491045	0.257464325272219	2	0
ASV119	1	1	1	0	0
ASV859	47	47	0.0212765957446809	0	0.999999999999999
ASV2350	46	46	0.0217391304347826	0	1.2403109327174e-14
ASV1863	32	32	0.03125	0	4.80740671595891e-17
ASV1718	2	1.97979589711327	0.253846556458091	0	0
ASV2608	39	39	0.0256410256410256	0	0
ASV991	47	47	0.0212765957446809	0	0.999999999999999
ASV731	1	0.983738753675929	1.01653004546513	0	0
ASV976	47	47	0.0212765957446809	0	0.999999999999999
ASV2279	2	1.97979589711327	0.253846556458091	0	0
ASV4594	39	39	0.0256410256410256	0	0
ASV584	1	1	1	0	0
ASV452	2	1.95619899590328	0.255597718354376	0	0
ASV2930	39	39	0.0256410256410256	0	0
ASV196	2	1.97122152121832	0.507299656195892	0	0
ASV40	1	0.971008312455224	1.02985730108887	0	0
ASV1856	10	10	0.1	0	0
ASV474	1	0.971008312455224	1.02985730108887	0	0
ASV16	1	0.985610760609162	1.01459931239178	0	0
ASV2646	39	39	0.0256410256410256	0	0
ASV292	26	26	0.0384615384615385	0	0
ASV741	47	47	0.0212765957446809	0	0.999999999999999
ASV2	26	26	0.0384615384615385	0	0
ASV1044	47	47	0.0212765957446809	0	0.999999999999999
ASV850	5	5	0.2	0	0
ASV1855	32	32	0.03125	0	2.40370335797945e-16
ASV880	3	2.97979589711327	0.112885020441285	0	0
ASV839	47	47	0.0212765957446809	0	0.999999999999999
ASV1572	39	39	0.0256410256410256	0	0
ASV4625	39	39	0.0256410256410256	0	0
ASV2278	46	46	0.0217391304347826	0	1.24992574614932e-14
ASV1133	3	2.97979589711327	0.112885020441285	0	0
ASV2617	39	39	0.0256410256410256	0	0
ASV437	4	4	0.25	0	0
