"","LYL7","LYL8","LYL9","LYL10","LYL11","LYL12","Abundance","Type","phylum","class","order","family","genus","species"
"ASV4815",0,0,0,0,0,0.00216263,0.000360438,"phoD","p__Actinobacteria_d__Bacteria","c__Actinobacteria_p__Actinobacteria","o__Pseudonocardiales","f__Pseudonocardiaceae","g__Saccharomonospora","s__Saccharomonospora_viridis"
"ASV669",0,0,0,0.001572822,0,0.000314564,0.000314564,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium_contig00036"
"ASV597",0,0,0,0,0.000825731,0.000511167,0.000222816,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_sp._SK17"
"ASV4821",0,0.000511167,0,0,0,0.000983014,0.00024903,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV4199",0,0,0.000471846,0,0,0.001572822,0.000340778,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_icense"
"ASV518",0.000157282,0.000432526,0.000393205,0,7.86e-05,0.000275244,0.00022281,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV3237",0,0,0,0,0,0.001730104,0.000288351,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Sinorhizobium","s__Sinorhizobium_fredii"
"ASV8748",0,0.003263605,0,0,0,0,0.000543934,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV997",0,0,0.000432526,0.000353885,0,0.000393205,0.000196603,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV516",0,0,0,0,0,0.001218937,0.000203156,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV570",0.000393205,0.000235923,0.000275244,0.000629129,0,0,0.000255584,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV801",0,0.000511167,0,0.00070777,0,0,0.000203156,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV1305",0.000314564,0.001966027,0,0,0.000196603,0,0.000412866,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV7043",0.000314564,0.001572822,0,0.000825731,0,0,0.000452186,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV791",0.000314564,0.000825731,0,0,0,0,0.000190049,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV2390",0,0,0.001218937,0,0,0,0.000203156,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_sp._SK17"
"ASV6371",0,0,0,0,0.002083989,0,0.000347332,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_lablabi"
"ASV771",0,0,0,0,0,0.001022334,0.000170389,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV4822",0,0.000157282,0,0,0,0.000983014,0.000190049,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_erythrophlei"
"ASV2406",0,0,0,0.001218937,0,0.000471846,0.000281797,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Afipia","s__Afipia_sp._GAS231"
"ASV728",0,0.000471846,0,0.000511167,0,0.00070777,0.000281797,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV409",0.000196603,0.000904372,0,0,0,0,0.000183496,"phoD","p__Actinobacteria_d__Bacteria","c__Actinobacteria_p__Actinobacteria","o__Micromonosporales","f__Micromonosporaceae","g__Micromonospora","s__Micromonospora_krabiensis"
"ASV7513",0,0.001140296,0.001376219,0,0,0,0.000419419,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV4835",0,0.000314564,0,0,0,0.000786411,0.000183496,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV3295",0,0.000589808,0,0.000983014,0.000353885,0,0.000321118,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Sinorhizobium","s__Sinorhizobium_fredii"
"ASV1423",0.000511167,0,0,0,0.000314564,0.000668449,0.00024903,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV541",0,0,0.000904372,0,0.000353885,0,0.00020971,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV758",0,0,0,0,0.000432526,0.000629129,0.000176943,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV2418",0,0.000432526,0.000825731,0,0,0,0.00020971,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV4105",0,0,0,0,0.000393205,0.000825731,0.000203156,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV2465",0.000393205,0,0,0.000196603,0.000353885,0.000157282,0.000183496,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV6383",0,0.001494181,0,0,0.000511167,0,0.000334225,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV832",0,0,0.000275244,0,0.000314564,0.00070777,0.000216263,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Sinorhizobium","s__Sinorhizobium_sp._CCBAU_05631"
"ASV3298",0,0.000786411,0,0.000865052,0,0,0.000275244,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_sp._SK17"
"ASV606",0.000825731,0,0,7.86e-05,0,0.000117962,0.000170382,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV4825",0,0,0,0,0.000668449,0.000786411,0.000242477,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_sp._SK17"
"ASV5594",0,0.001297578,0,0,0,0,0.000216263,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_sp._CCGE-LA001"
"ASV1091",0.000353885,0.000314564,0,0,0,0.000471846,0.000190049,"phoD","p__Actinobacteria_d__Bacteria","c__Actinobacteria_p__Actinobacteria","o__Corynebacteriales","f__Nocardiaceae","g__Nocardia","s__Nocardia_brasiliensis"
"ASV6372",0,0,0,0,0.001415539,0,0.000235923,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV2515",0.000629129,0,0,0.000235923,0,0.000393205,0.00020971,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Aurantimonadaceae","g__Aurantimonas","s__Aurantimonas_coralicida"
"ASV2637",0,0.000432526,0,0.001336898,0,0,0.000294904,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV7512",0,0,0.001848065,0,0,0,0.000308011,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV9261",0,0,0,0.001572822,0,0,0.000262137,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV3256",0,0,0.000550488,0,0.000511167,0,0.000176943,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV4837",0,0,0.000314564,0,0.000353885,0.00070777,0.00022937,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_icense"
"ASV4840",0.000983014,0,0,0,0,0.000668449,0.000275244,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_lablabi"
"ASV8769",0,0.000393205,0,0.001179616,0,0,0.000262137,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV8749",0,0.001415539,0,0,0,0,0.000235923,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV2733",0,0,0,0,7.86e-05,0.001297578,0.000229363,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_japonicum"
"ASV8074",0.000668449,0,0,0.000825731,0,0,0.00024903,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV8062",0.001612142,0,0,0,0,0,0.00026869,"phoD","p__Actinobacteria_d__Bacteria","c__Actinobacteria_p__Actinobacteria","o__Pseudonocardiales","f__Pseudonocardiaceae","g__Saccharomonospora","s__Saccharomonospora_viridis"
"ASV7054",0.00070777,0.000550488,0,0,0,0,0.00020971,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV3402",0,0,0,0.001061655,0,0,0.000176943,"phoD","p__Actinobacteria_d__Bacteria","c__Rubrobacteria","o__Rubrobacterales","f__Rubrobacteraceae","g__Rubrobacter","s__Rubrobacter_radiotolerans"
"ASV7514",0,0,0.001061655,0,0,0,0.000176943,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV4838",0,0,0.000511167,0,0,0.000668449,0.000196603,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV1595",0.000196603,0.000511167,0,0.000314564,0,0,0.000170389,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV9262",0,0,0,0.001179616,0,0,0.000196603,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV4818",0,0,0,0,0,0.001179616,0.000196603,"phoD","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Lysobacter","s__Lysobacter_antibioticus"
"ASV7521",0,0.000629129,0.00070777,0,0,0,0.000222817,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV9263",0,0,0,0.001022334,0,0,0.000170389,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV4860",0,0,0,0,0.000589808,0.000432526,0.000170389,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Phyllobacteriaceae","g__Mesorhizobium","s__Mesorhizobium_opportunistum"
"ASV7515",0,0,0.001179616,0,0,0,0.000196603,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV8773",0,0.000471846,0,0.00070777,0,0,0.000196603,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV8751",0,0.001061655,0,0,0,0,0.000176943,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV7516",0,0,0.001061655,0,0,0,0.000176943,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Shinella","s__Shinella_sp._HZN7"
"ASV8065",0.001140296,0,0,0,0,0,0.000190049,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV8067",0.001140296,0,0,0,0,0,0.000190049,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Afipia","s__Afipia_sp._GAS231"
"ASV8066",0.001140296,0,0,0,0,0,0.000190049,"phoD","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Lysobacter","s__Lysobacter_capsici"
"ASV8754",0,0.001100975,0,0,0,0,0.000183496,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Afipia","s__Afipia_sp._GAS231"
"ASV4824",0,0,0,0,0,0.001022334,0.000170389,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV8068",0.001179616,0,0,0,0,0,0.000196603,"phoD","p__unclassified_d__Bacteria","c__unclassified_d__Bacteria","o__unclassified_d__Bacteria","f__unclassified_d__Bacteria","g__unclassified_d__Bacteria","s__uncultured_bacterium"
"ASV8069",0.001022334,0,0,0,0,0,0.000170389,"phoD","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__Bradyrhizobium_lablabi"
"ASV9265",0,0,0,0.001022334,0,0,0.000170389,"phoD","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Pseudomonas_lini"
